[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668075 (xiongqiao@10.240.0.251) 2.96ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.251) 78.72ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668076 (xiongqiao@10.240.0.251) 3.02ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.251) 77.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668077 (xiongqiao@10.240.1.57) 70.21ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.57) 165.72ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668078 (xiongqiao@10.240.1.57) 2.95ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.57) 82.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668079 (xiongqiao@10.240.1.57) 2.44ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.57) 76.58ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668080 (xiongqiao@10.240.1.57) 1786.47ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.57) 81.93ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668081 (xiongqiao@10.240.1.57) 2.80ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.57) 81.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668082 (xiongqiao@10.240.1.57) 2.63ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.57) 81.43ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668083 (xiongqiao@10.240.1.57) 78.71ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.57) 88.89ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668084 (xiongqiao@10.240.1.181) 2.85ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.181) 87.18ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668085 (xiongqiao@10.240.1.181) 3.15ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.181) 83.43ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668086 (xiongqiao@10.240.1.181) 339.11ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.181) 90.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668087 (xiongqiao@10.240.1.181) 2.69ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.1.181) 79.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668088 (xiongqiao@10.240.0.96) 2.79ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 77.17ms
[SingleUserNotebookApp | ERROR] Error connecting to http://10.0.104.25:8081/hub/api: HTTPConnectionPool(host='10.0.104.25', port=8081): Max retries exceeded with url: /hub/api/authorizations/token/2baf6944-36b1-49ce-b035-34e224c9d9fd (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fb8ba10c0b8>: Failed to establish a new connection: [Errno 110] Connection timed out',))
[SingleUserNotebookApp | ERROR] Uncaught exception
    Traceback (most recent call last):
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/connection.py", line 141, in _new_conn
        (self.host, self.port), self.timeout, **extra_kw)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/util/connection.py", line 83, in create_connection
        raise err
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/util/connection.py", line 73, in create_connection
        sock.connect(sa)
    TimeoutError: [Errno 110] Connection timed out
    
    During handling of the above exception, another exception occurred:
    
    Traceback (most recent call last):
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/connectionpool.py", line 601, in urlopen
        chunked=chunked)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/connectionpool.py", line 357, in _make_request
        conn.request(method, url, **httplib_request_kw)
      File "/srv/conda/envs/data100/lib/python3.6/http/client.py", line 1239, in request
        self._send_request(method, url, body, headers, encode_chunked)
      File "/srv/conda/envs/data100/lib/python3.6/http/client.py", line 1285, in _send_request
        self.endheaders(body, encode_chunked=encode_chunked)
      File "/srv/conda/envs/data100/lib/python3.6/http/client.py", line 1234, in endheaders
        self._send_output(message_body, encode_chunked=encode_chunked)
      File "/srv/conda/envs/data100/lib/python3.6/http/client.py", line 1026, in _send_output
        self.send(msg)
      File "/srv/conda/envs/data100/lib/python3.6/http/client.py", line 964, in send
        self.connect()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/connection.py", line 166, in connect
        conn = self._new_conn()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/connection.py", line 150, in _new_conn
        self, "Failed to establish a new connection: %s" % e)
    urllib3.exceptions.NewConnectionError: <urllib3.connection.HTTPConnection object at 0x7fb8ba10c0b8>: Failed to establish a new connection: [Errno 110] Connection timed out
    
    During handling of the above exception, another exception occurred:
    
    Traceback (most recent call last):
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/requests/adapters.py", line 440, in send
        timeout=timeout
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/connectionpool.py", line 639, in urlopen
        _stacktrace=sys.exc_info()[2])
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/urllib3/util/retry.py", line 388, in increment
        raise MaxRetryError(_pool, url, error or ResponseError(cause))
    urllib3.exceptions.MaxRetryError: HTTPConnectionPool(host='10.0.104.25', port=8081): Max retries exceeded with url: /hub/api/authorizations/token/2baf6944-36b1-49ce-b035-34e224c9d9fd (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fb8ba10c0b8>: Failed to establish a new connection: [Errno 110] Connection timed out',))
    
    During handling of the above exception, another exception occurred:
    
    Traceback (most recent call last):
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/services/auth.py", line 281, in _api_request
        r = requests.request(method, url, **kwargs)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/requests/api.py", line 58, in request
        return session.request(method=method, url=url, **kwargs)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/requests/sessions.py", line 508, in request
        resp = self.send(prep, **send_kwargs)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/requests/sessions.py", line 618, in send
        r = adapter.send(request, **kwargs)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/requests/adapters.py", line 508, in send
        raise ConnectionError(e, request=request)
    requests.exceptions.ConnectionError: HTTPConnectionPool(host='10.0.104.25', port=8081): Max retries exceeded with url: /hub/api/authorizations/token/2baf6944-36b1-49ce-b035-34e224c9d9fd (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fb8ba10c0b8>: Failed to establish a new connection: [Errno 110] Connection timed out',))
    
    During handling of the above exception, another exception occurred:
    
    Traceback (most recent call last):
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/tornado/http1connection.py", line 238, in _read_message
        delegate.finish()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/tornado/httpserver.py", line 319, in finish
        self.delegate.finish()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/tornado/routing.py", line 256, in finish
        self.delegate.finish()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/tornado/web.py", line 2195, in finish
        self.execute()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/tornado/web.py", line 2215, in execute
        **self.handler_kwargs)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/tornado/web.py", line 192, in __init__
        self.clear()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/tornado/web.py", line 296, in clear
        self.set_default_headers()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/notebook/base/handlers.py", line 324, in set_default_headers
        self.token_authenticated
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/notebook/base/handlers.py", line 158, in token_authenticated
        return self.login_handler.is_token_authenticated(self)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/singleuser.py", line 85, in is_token_authenticated
        handler.get_current_user()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/notebook/base/handlers.py", line 576, in get_current_user
        self._user_cache = user = super(APIHandler, self).get_current_user()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/notebook/base/handlers.py", line 138, in get_current_user
        return self.login_handler.get_user(self)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/singleuser.py", line 98, in get_user
        return handler.get_current_user()
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/services/auth.py", line 797, in get_current_user
        user_model = self.hub_auth.get_user(self)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/services/auth.py", line 416, in get_user
        user_model = self._get_user_cookie(handler)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/services/auth.py", line 463, in _get_user_cookie
        user_model = self.user_for_token(token, session_id=session_id)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/services/auth.py", line 349, in user_for_token
        use_cache=use_cache,
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/services/auth.py", line 265, in _check_hub_authorization
        data = self._api_request('GET', url, allow_404=True)
      File "/srv/conda/envs/data100/lib/python3.6/site-packages/jupyterhub/services/auth.py", line 289, in _api_request
        raise HTTPError(500, msg)
    tornado.web.HTTPError: HTTP 500: Internal Server Error (Failed to connect to Hub API at 'http://10.0.104.25:8081/hub/api'.  Is the Hub accessible at this URL (from host: jupyter-xiongqiao)?)
[SingleUserNotebookApp | WARNING] Replacing stale connection: 7653f96d-7835-4d77-8194-eb6038eece8d:667bfd2c26c1461b89181ccb1fd338ec
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668090 (xiongqiao@10.240.0.96) 2.97ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 82.98ms
[SingleUserNotebookApp | WARNING] Replacing stale connection: 7653f96d-7835-4d77-8194-eb6038eece8d:667bfd2c26c1461b89181ccb1fd338ec
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668091 (xiongqiao@10.240.0.96) 1.39ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 81.47ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668092 (xiongqiao@10.240.0.96) 1.34ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542249668093 (xiongqiao@10.240.0.96) 1.36ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1542249651462 (xiongqiao@10.240.0.96) 1.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1542249651461 (xiongqiao@10.240.0.96) 1.14ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11?type=directory&_=1542249651463 (xiongqiao@10.240.0.96) 2.79ms
[SingleUserNotebookApp | INFO] Starting buffering for 7653f96d-7835-4d77-8194-eb6038eece8d:667bfd2c26c1461b89181ccb1fd338ec
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel 7653f96d-7835-4d77-8194-eb6038eece8d
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel 7653f96d-7835-4d77-8194-eb6038eece8d
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/7653f96d-7835-4d77-8194-eb6038eece8d/channels?session_id=667bfd2c26c1461b89181ccb1fd338ec (xiongqiao@10.240.0.96) 552.69ms
[SingleUserNotebookApp | INFO] Restoring connection for 7653f96d-7835-4d77-8194-eb6038eece8d:667bfd2c26c1461b89181ccb1fd338ec
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/7653f96d-7835-4d77-8194-eb6038eece8d/channels?session_id=667bfd2c26c1461b89181ccb1fd338ec (xiongqiao@10.240.0.251) 372.67ms
[SingleUserNotebookApp | INFO] Starting buffering for 7653f96d-7835-4d77-8194-eb6038eece8d:667bfd2c26c1461b89181ccb1fd338ec
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/notebook?_=1542252680818 (xiongqiao@10.240.0.96) 3.04ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1542252680819 (xiongqiao@10.240.0.96) 3.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?type=notebook&_=1542252680820 (xiongqiao@10.240.0.96) 49.75ms
[SingleUserNotebookApp | INFO] 201 POST /user/xiongqiao/api/sessions (xiongqiao@10.240.0.96) 1.92ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb/checkpoints?_=1542252680821 (xiongqiao@10.240.0.96) 2.38ms
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel 7653f96d-7835-4d77-8194-eb6038eece8d
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/7653f96d-7835-4d77-8194-eb6038eece8d/channels?session_id=8a5e5cf33989423d98cbf02f9dd3e01a (xiongqiao@10.240.2.49) 3.57ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680822 (xiongqiao@10.240.0.96) 3.00ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 87.41ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680823 (xiongqiao@10.240.0.96) 2.94ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 90.76ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680824 (xiongqiao@10.240.0.96) 83.23ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 85.92ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680825 (xiongqiao@10.240.0.96) 3.90ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 107.22ms
[SingleUserNotebookApp | INFO] 201 POST /user/xiongqiao/api/contents/lab11/lab11.ipynb/checkpoints (xiongqiao@10.240.0.96) 18.64ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680826 (xiongqiao@10.240.0.96) 1.66ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 82.06ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680827 (xiongqiao@10.240.0.96) 2.66ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.96) 85.70ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680828 (xiongqiao@10.240.0.158) 72.12ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.158) 94.31ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680829 (xiongqiao@10.240.0.158) 3.24ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.158) 89.96ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680830 (xiongqiao@10.240.0.158) 3.00ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.158) 95.20ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680831 (xiongqiao@10.240.0.158) 124.33ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.158) 91.77ms
[SingleUserNotebookApp | INFO] 201 POST /user/xiongqiao/api/contents/lab11/lab11.ipynb/checkpoints (xiongqiao@10.240.0.158) 19.40ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680832 (xiongqiao@10.240.0.158) 3.02ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.158) 86.52ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680833 (xiongqiao@10.240.0.158) 3.20ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.158) 83.81ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680834 (xiongqiao@10.240.0.158) 81.22ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.158) 94.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680835 (xiongqiao@10.240.0.127) 2.95ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.127) 86.24ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680836 (xiongqiao@10.240.0.127) 2.60ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.127) 84.06ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680837 (xiongqiao@10.240.0.127) 228.23ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.127) 88.53ms
[SingleUserNotebookApp | INFO] Starting buffering for 7653f96d-7835-4d77-8194-eb6038eece8d:8a5e5cf33989423d98cbf02f9dd3e01a
[SingleUserNotebookApp | INFO] Kernel restarted: 7653f96d-7835-4d77-8194-eb6038eece8d
[SingleUserNotebookApp | INFO] 200 POST /user/xiongqiao/api/kernels/7653f96d-7835-4d77-8194-eb6038eece8d/restart (xiongqiao@10.240.0.127) 1021.94ms
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel 7653f96d-7835-4d77-8194-eb6038eece8d
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/7653f96d-7835-4d77-8194-eb6038eece8d/channels?session_id=8a5e5cf33989423d98cbf02f9dd3e01a (xiongqiao@10.240.0.251) 4.52ms
[SingleUserNotebookApp | INFO] Restoring connection for 7653f96d-7835-4d77-8194-eb6038eece8d:8a5e5cf33989423d98cbf02f9dd3e01a
[SingleUserNotebookApp | INFO] Replaying 3 buffered messages
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/nbgrader_version?version=0.6.0.dev&_=1542252680838 (xiongqiao@10.240.0.127) 1.26ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680839 (xiongqiao@10.240.0.127) 2.22ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.127) 91.28ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Validating '/home/jovyan/lab11/lab11.ipynb'
[SingleUserNotebookApp | INFO] Executing notebook with kernel: python3
[SingleUserNotebookApp | ERROR] Timeout waiting for execute reply (30s).
[SingleUserNotebookApp | ERROR] Interrupting kernel
[SingleUserNotebookApp | INFO] 200 POST /user/xiongqiao/assignments/validate (xiongqiao@10.240.0.127) 33599.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1542249651464 (xiongqiao@10.240.0.127) 1.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1542249651465 (xiongqiao@10.240.0.127) 1.85ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11?type=directory&_=1542249651466 (xiongqiao@10.240.0.127) 2.46ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11/lab11.ipynb?content=0&_=1542252680840 (xiongqiao@10.240.0.127) 2.98ms
[SingleUserNotebookApp | INFO] Saving file at /lab11/lab11.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab11/lab11.ipynb (xiongqiao@10.240.0.127) 86.76ms
[SingleUserNotebookApp | INFO] 201 POST /user/xiongqiao/api/contents/lab11/lab11.ipynb/checkpoints (xiongqiao@10.240.0.127) 19.18ms
[SingleUserNotebookApp | INFO] Starting buffering for 7653f96d-7835-4d77-8194-eb6038eece8d:8a5e5cf33989423d98cbf02f9dd3e01a
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1542249651467 (xiongqiao@10.240.0.127) 1.68ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1542249651468 (xiongqiao@10.240.0.127) 1.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab11?type=directory&_=1542249651469 (xiongqiao@10.240.0.127) 2.60ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw2 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw3 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw4 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw5 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab04 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab05 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab06 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab07 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab09 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab10 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab11 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
